Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-09-29,35.7127,35.9994,35.7127,35.8837,205344.10869041
2010-09-30,35.865,36.2095,35.865,36.1713,28018.887203216
2010-10-01,36.1925,36.2299,36.0947,36.2299,14732.924957214
2010-10-04,36.2299,36.4401,36.2299,36.2495,17227.201864762
2010-10-05,36.4205,36.4205,35.7501,36.0556,6194.5519805743
2010-10-06,36.0556,36.3448,35.8267,35.9602,17675.043288785
2010-10-07,36.2495,36.5932,35.9032,36.4401,727953.89266216
2010-10-08,36.0556,36.4401,36.0556,36.2495,58019.560865493
2010-10-11,36.2495,36.3252,35.9602,36.1925,24028.279238501
2010-10-12,36.0556,36.3252,36.0556,36.3252,28655.9739534
2010-10-13,36.3252,36.6323,36.2861,36.6323,364722.76098605
2010-10-14,36.7285,36.7285,36.4588,36.4792,37934.872119369
2010-10-15,36.4401,36.7659,36.4401,36.6128,59962.557909874
2010-10-18,36.7089,36.7089,36.0556,36.4792,2846.9079500856
2010-10-19,36.133,36.7089,36.1143,36.133,6969.1648373482
2010-10-20,36.133,36.4792,36.0556,36.4792,3087.8724958195
2010-10-21,36.8238,36.9973,36.4401,36.976,178634.65809181
2010-10-22,37.0143,37.3989,36.9973,37.2458,61832.677872132
2010-10-25,37.438,38.3193,37.284,38.3193,27008.011547943
2010-10-26,38.2623,38.4342,37.6295,38.4342,52901.709001466
2010-10-27,39.1642,41.0427,39.1642,40.6981,213173.69327154
2010-10-28,40.6981,40.6981,40.0838,40.4301,27857.852360458
2010-10-29,40.2761,40.4658,39.1259,40.2761,94128.979621327
2010-11-02,40.2761,40.4675,39.701,39.8924,25763.223967786
2010-11-03,39.3173,39.8158,38.396,39.5088,88640.865162636
2010-11-04,39.701,39.701,38.396,38.396,35955.436533925
2010-11-05,38.8953,38.8953,38.5508,38.743,52241.113515113
2010-11-08,39.3173,39.5088,38.4342,38.743,14479.030606588
2010-11-09,38.7814,39.3173,38.743,39.279,11854.280213301
2010-11-10,39.279,39.4712,39.0476,39.3547,31233.706874349
2010-11-12,39.2407,39.5088,38.6656,39.5088,9953.5988940234
2010-11-15,39.5862,39.5862,38.8188,39.1242,3004.416482419
2010-11-16,39.0476,39.1242,38.743,38.8188,6948.006974796
2010-11-17,38.743,38.7814,38.4734,38.5508,31050.33873223
2010-11-18,38.5508,38.6656,38.4342,38.6656,7173.69084202
2010-11-19,38.8953,39.0876,38.3193,38.3193,8445.5134687716
2010-11-22,38.3586,38.6656,37.6482,38.6273,16526.641526921
2010-11-23,38.743,38.743,37.7825,38.6656,3439.3281015485
2010-11-24,38.743,38.743,38.071,38.3586,176314.34583191
2010-11-25,38.3586,38.8571,38.3586,38.8188,2212.1720735182
2010-11-26,38.5508,38.8188,37.6669,38.0506,7113.7435647886
2010-11-29,37.974,38.128,37.974,38.128,2912.7324113592
2010-11-30,38.1271,38.1484,37.5912,38.0897,17830.200947501
2010-12-01,37.6669,37.974,37.6669,37.8965,7063.1997820249
2010-12-02,37.6864,38.3586,37.6669,37.9169,16336.220763951
2010-12-03,37.974,38.1662,36.8434,37.3989,110971.81364972
2010-12-06,37.7451,37.7451,37.0143,37.0534,18397.936925986
2010-12-07,37.0534,37.8965,36.8434,37.3989,58150.034351232
2010-12-08,37.7451,37.7451,37.3223,37.5903,49979.57309564
2010-12-09,37.974,38.3586,37.5903,38.3586,35103.244847794
2010-12-10,38.5108,38.7022,38.1662,38.3586,38917.53729124
2010-12-13,38.3586,39.011,38.3586,38.9328,8653.5657838687
2010-12-14,38.743,39.2407,38.743,39.1242,52605.498925735
2010-12-15,39.1242,39.5088,38.9328,39.5088,20000.057295915
2010-12-16,39.5088,39.5088,38.8571,39.3173,26095.872584579
2010-12-17,39.1242,40.2761,39.1242,40.2761,28887.535004667
2010-12-20,40.1604,40.2761,39.5088,39.8924,82971.733435443
2010-12-21,39.8924,39.8924,39.1242,39.1242,19243.075991268
2010-12-22,39.5088,39.7393,39.1242,39.1242,14610.679529135
2010-12-23,39.5088,39.8924,39.3173,39.5088,1237.7349593064
2010-12-27,39.7393,39.7393,39.1242,39.3173,4570.0983112852
2010-12-28,39.279,39.279,38.8188,39.1242,13311.821855789
2010-12-29,38.8571,39.1259,38.8571,39.1259,9384.6874787297
2010-12-30,39.1259,39.3539,39.1259,39.1259,16738.220152444
2010-12-31,39.5096,39.5096,38.1654,38.1654,8895.7057664111
2011-01-03,38.8188,39.1242,38.396,38.4342,4655.9051983026
2011-01-04,38.7814,40.0464,38.7814,39.8924,90159.529519164
2011-01-05,40.2003,40.3518,39.3173,39.3173,20007.109916766
2011-01-07,39.5088,39.5088,39.1642,39.3547,65705.742156001
2011-01-10,39.9681,40.2003,39.5088,39.8158,9014.4248840654
2011-01-11,39.8158,39.8924,39.7393,39.8924,4078.7657253497
2011-01-12,39.8158,39.8924,39.5088,39.7784,8028.233401769
2011-01-13,40.0838,40.0838,39.5088,39.7784,25578.680388858
2011-01-14,39.8924,40.0064,39.1242,39.5862,8530.1449189806
2011-01-17,39.1242,39.5088,39.0876,39.1242,43485.284728908
2011-01-18,39.1242,39.1242,38.8188,39.0876,8664.1447151449
2011-01-19,39.1242,39.4321,38.6273,38.743,11951.841468403
2011-01-20,38.8571,39.011,38.5508,38.743,30691.83050565
2011-01-21,38.743,38.743,38.0897,38.743,9200.1438998018
2011-01-24,39.0876,39.3547,38.3586,38.4734,6454.3235152436
2011-01-25,38.5508,38.5508,38.0131,38.3586,16389.115420332
2011-01-26,38.3586,38.5508,38.0131,38.1662,10571.878655273
2011-01-27,38.3586,38.3586,37.7069,38.2054,53411.848576337
